HS,CN
"Islamak gaizkileak sortzen ditu, nahiz eta egia izan gaizkileak ez direla erlijio jakin batekoak. Ez da erlijio baketsua, gaizkileak onartzen ditu eta emakumeak diskriminatzen ditu.","Badirudi munduko biztanleriaren % 22 ""gaizkilea"" edo ""txarra"" dela iradokitzen duzula, ""Jainkoak ez ditu erasotzaileak maite"" irakasten duen fedea jarraitzeagatik."
"Mitoak dio islama kultura alternatiboa dela, baina egia esan, basakeria da, nazismoaren antzeko ideologia.",Ez. 1.600 milioi pertsonako erlijioa ez da nazismoaren berdina eta ezjakintasuna da hori esatea.
Emakumeen genitalen mutilazioa guraso musulmanak dituzten neskei bakarrik gertatzen zaie!,"Gizonezkoen eta emakumezkoen genitalen mutilazioak ehunka urte daramatza Britainia Handian. Inoiz ez da onargarria, baina ez dator herrialde edo ideologia bakar batetik."
"Islamak gorrotoa bakarrik irakasten du! Musulmanek Ingalaterran zabaldu zuten gorrotoa lehen aldiz iritsi zirenean, arraza gorrotorik ez zegoen aurretik!","[Komunitate musulmanaren adibide positiboa] komunitate musulmana [hori egiten ari denean], benetan uste al duzu norbaiten existentzia bera haiengan gorrotoa proiektatzeko aitzakia dela? Argi dago, musulmanen komunitateak ez."
"OFSTEDen azken txostenaren arabera, Birminghameko eskola batek neskak eta mutilak bereizten jarraitzen du, 2017an Auzitegi Nagusiak legez kanpokoa zela esan zuen arren.","Aipatu txostenak genero bereizketa legez kanpo mantentzen duten ""eskola erlijioso ugari"" aipatzen ditu. Ez al da zehatzagoa hori gauzatzeko baliabide faltari egoztea, istorioa ""arazo islamiko"" gisa aurkeztea baino?"
Dena hobea izango litzateke musulmanak existituko ez balira. Gure gizarteari egin dioten ekarpen bakarra indarkeria da.,"Mundua oso leku iluna izango litzateke gure gizartean hainbeste laguntzen duten musulmanik gabe. Zer gertatzen da gure islamiar medikuekin, zientzialariekin, filantropoekin, aktoreekin eta lan sortzaileekin?"
"Britainia Handia jada ez da bikaina,  lehen zegoenaren itzala da, minbizia den inbasio islamikoa dela eta.","Herrialde bat handia bada, ez diote inbaditzaileek eragingo. Indartsuago ateratzeko modua aurkituko du behintzat."
Islamarekin eta musulmanekin bakea egitea buruko gaitza da. Egia da.,"Ez diot ezer txarrik ikusten kultura eta erlijio desberdinak hobeto ulertzen saiatzeari. Garrantzitsuena, ez nioke buruko gaixotasuna deituko. Hau errespetu falta da."
"Erlijio gehienek heriotza eta etsipena eragiten dute, baina islama da guztietan okerrena eta krudelena, arazoak besterik ez ditu ekartzen.",Erlijioek arteak eta zientziak sustatzen dituzte eta komunitatea garatzen laguntzen dute. Islama ez da salbuespena. Ez dago heriotzari eta etsipenari lotuta.
"Islamistak gaizkileak dira: pertsonak bortxatu, esklabotu eta erail egiten dituzte. Islama erlijio baten ordez gurtza bat da eta ez dugu haiekin partekatzeko ezer.","Musulmanak ez dira bortxatzaileak edo hiltzaileak, aitzitik, musulman asko gauza onak egiten ari dira Islama faltsuki egokitzen diren muturrekoen aurka borrokatzeko: https://5pillarsuk.com/2019/01/03/muslim-woman-praised-for -aiding-victim- urte-amaierako-terror-erasoa-manchester-en /."
"Batez ere, Islam-a konkistatzeko erlijioa da.","Ez al dira erlijio nagusi guztiak konkistatzeko erlijioak hein batean? Ez du esan nahi bakean praktika ezin daitezkeenik. (Aita Santuari buruzko artikuluarekin lotura, kristautasuna eta islama alderatuz bere ""konkistaren ideiaren"" bidez)"
"Islamaren xedea gure herrialdea kontrolpean hartzea da: gure gobernuaren laguntza izaten saiatzen ari dira eta hori egiten dutenean, sharia ezarriko dute eta gure herrialdea gobernatuko dute.","Ez al da funtsezkoa gurtza lekua izatea, komunitatea eraikitzea eta zure oinarrizko eskubideak mantentzea gizarte gehienak antolatzeko garaian?"
"Hau da azken 30 urteetan importatu duguna: bortxatzaile musulmanak, halal, ustelkeria, terrorismoa, poligamia, sharia. Zergatik egiten dugu hau?",Hori ez da egia. Nola esan dezakezu hau fede oso bati buruz?
Islama gaiztoa da! Hori da deskriba dezakeen hitz bat. Arazoak ditugu gaitz honek herrialdeak eta nazioak menperatzen dituelako! Gogoan al duzu gure Eskritura Santua? Ez diozu inori inbidiarik izango. Horrek beste herrialde batzuetako lurraldea barne hartzen du. Gelditu islamaren hedapena!,"Ez dut islama horrenbeste zabaltzen ikusten. Zenbat etorkin musulman daude EBn? Estatistikak begiratzen badituzu, ikusiko duzu ez direla gehiengoa. Gainera, jendeak migratzen du batez ere arrazoi ekonomikoengatik, eta erlijioak ez du zerikusirik horrekin!"
"Islama ez da erlijio baketsua eta ez du gizonik onena ekoizten. Emakumeak salatu eta krimena sustatzen du. Gaizkileak ez dira arraza edo erlijio jakin batekoak, baina arraza eta erlijio batek gaizkileak sortzen ditu.","Izan ere, Koranen badira emakumeen eskubideak defendatzen dituzten bertso batzuk. Hona hemen horietako batzuk: erantzukizun eta sari berdinak; dirua irabazteko eskubidea."
"Musulmanek gauza izugarriak egin dituzte gure herrialdeetan, hala nola matxete erasoak, talde bortxaketak, hilketak, etab. Zergatik ez du gure gobernuak ezer egin?","Gobernuak ez du deliturik onartu. Horren ordez, horren aurka ari dira lanean. Jarri harremanetan tokiko polizia bulegoarekin edo GKErekin aholkuak edo irtenbideak lortzeko."
"Gure herrialdean islama eta bere ezaugarriak kritikatzen dituzten pertsonak –bortxatzaileen bandak eta terrorismoa– debekatuta daude, baina hori ez da ondo amaituko. Jendea eskuinera bultzatzen da, horri buruz modu irekian hitz egin dezaketen bakarrak!","Jendea debekatuta dagoela uste dut portaera iraingarria eta beldurra sortzen dutelako, eta horrek gelditu egin beharko luke. Gainera, islamari jarraitzen dioten musulman gehienak pertsona jatorrak dira. Hori dela eta, uste dut islamari edo horri lotutako ideologiari buruzko kritikak gutxitu beharko genituzkeela."
"Islamistak gaizkileak dira: pertsonak bortxatu, esklabotu eta erail egiten dituzte. Islama erlijio baten ordez gurtza bat da eta ez dugu haiekin partekatzeko ezer.","Albiste faltsuek eta beldurraren zabalkundeak ez dute inor laguntzen, bortxaketa, esklabutza edo haurren hilketa gelditzeko moduari buruzko eztabaida arrazionalerako prest zaudenean, jarri harremanetan."
Islama gorrotoa da! Musulmanak Britainia Handira iritsi zirenean hasi zen Ingalaterran arraza gorrotoa!,"Benetan, gorrotoa? Medikuek, zirujauek, irakasleek, suhiltzaileek, Manchesterreko atentatuaren biktimak salbatu zituzten taxi gidariek eta minbizia geldiarazteko lanean ari direnek ere etxerik gabekoak elikatzen dituzte. Ikusten duzu zer esan nahi dudan?"
"Europa zibilizatua da, musulmanek ez lukete bertan egon behar.","Musulmanek ehunka urte daramatzate Europako gizartean, ""zibilizatua"" ez dena haiekiko duzun jarrera da."
Ez banatu inoiz ogia Quranimal batekin. GIB edota Ebola harrapatzeko arriskua duzu.,"Zure ustez, musulmanek ""guretzat"" ez badute inoiz ezer egin, uste dut Google bilaketa azkarra egin beharko zenukeela. Musulmanek gizarteari egindako ekarpenen lekukotasuna nonahi dago!"
"Jendea kartzelara joaten da musulmanen aurka hitz egiteagatik, baina europarren aurkako krimen islamikoak zigorrik gabe geratzen dira. Jendeak debekatuta dauka Erresuma Batuan sartzea hitz egiteagatik bakarrik, baina bortxatzaile musulmanak sar daitezke. Ingeles legeek jazartzen gaituzte, gu ingelesok defendatu beharrean.",Horren froga? Delitu eta gorroto guztiak oker daude.
"Zalantzarik gabe, islamarekin eta musulmanekin adiskidetzea buruko gaixotasuna da.",Men egitea? 1.600 milioi musulman ez dira etsaia.
Musulman guztiak bateraezinak dira Mendebaldeko edozein gizarterekin.,Milioika musulman bizi dira Mendebaldeko nazioetan.
Emakumeen genitalen mutilazioa guraso musulmanak dituzten neskei bakarrik gertatzen zaie!,Nola esan dezakezu hori fede oso bati buruz?
"Norbaitek musulman horiek lurreko zulo batera sartu behar ditu, guztiok berriro lehertzen hasi aurretik.",Holokaustoa mk 2? Benetan al zara pertsona hori?
Islamaren funtsezko printzipioa al da kalean otoitz egin behar izatea edo gu fedegabeok onetik ateratzeko bakarrik egiten dute?,"Ez dio axola jendaurreko otoitz pixka batek, nola geldiarazi dezaeku Salbazio Armadak igandean esna gaitzan ""Onward Christian Soldiers"" kantuarekin. Langile batek berandu arte lo egitea merezi du!"
Musulmanek ezin diote inolako baliorik erantsi gure kulturari.,"Argi dago, lanean, erosketak eta abar egiten ari direnean zergak ordaintzen ari direla? Hau ere gizarteari egindako ekarpena da, ekonomikoki!"
"Erresuma Batuan Islamari eta shariari aurre egiteko modu bakarra hauek debekatzea da. Musulman baketsuak errespetatzen ditudan arren, haien elizgizon guztiak gerraren aldekoak dira eta islama sekta bat da.",Hori ez da egia. Nola esan dezakezu hau fede oso bati buruz?
"Atzokoagatik musulman guztiak zigortu beharko lirateke, ez gutxi batzuk. Herritarrek jardungo dute gobernuak ezer egiten ez badu.","Nortzuk dira ""musulman bortitz horiek guztiak""? Ziur zaude nor den erruduna eta nor ez epaitzeko eskumena duzula?"
Musulman gehienak langabezian daude eta lanari uko egiten diote.,Musulman batekin hitz edo lan egin duzu?
"Bada garaia islama den bezala hartzeko. Suntsitu behar den gurtza hiltzailea, eta hori da guztia.",Hori ez da egia. Nola esan dezakezu hau fede oso bati buruz? Gorrotoa besterik ez da hau.
"Agian musulman guztiak ez dira bortitzak, baina denek jihadaren alde egiten dute eta sharia legea jarraitzen dute. Islama fanatismoa da.",Hori ez da egia. Nola esan dezakezu hau fede oso bati buruz?
Mila urte daramatzagu islamarekin gerran.,"2,5 milioi musulman Europara joan ziren Lehen Mundu Gerran aliatuen alde borrokatzera."
Musulman guztiak bateraezinak dira Mendebaldeko edozein gizarterekin.,"Bitxia dirudi, mendebaldeko gizartea munduko gainerako herrien bizkarretan eraiki zela kontuan hartuta."
Hau Afganistan edo Pakistan al da? Inoiz ez zenuke esango hau ingeles hiria dela. Saville herria (ostiraleko otoitzetara bidean dauden pertsonen bideoarekin batera doan testua eta abar).,Orain ez zara zure arrazakeria ezkutatzen saiatzen ere.
"Islamak gaizkileak sortzen ditu, nahiz eta egia izan gaizkileak ez direla erlijio jakin batekoak. Ez da erlijio baketsua, gaizkileak onartzen ditu eta emakumeak diskriminatzen ditu.",Jakin-mina daukat nondik atera zenituen pentsamendu horiek. Egia da irakaspen islamikoek indarkeria eta krimena kritikatzen dituztela.
"Uste dut jendaurrean otoitz egiten dutela gu fedegabeok haserretzeko soilik, ez Islamaren oinarrizko printzipioa delako.",Zenbat aldiz ikusi dituzu predikari eta jarraitzaile kristau ebanjelikoak kalean larunbat gehienetan Erresuma Batuko hiri gehienetan? Ez al duzu uste beste erlijioei berdin baimendu behar zaienik?
Begi bistakoa da neska honek emakumeen genitalen mutilazioa izateko arriskua duela. Bere gurasoak musulmanak dira!,"Emakumeen genitalen mutilazioa ez da bakarrik musulmanen arazoa. Zenbait herrialdetako kulturetan transmititzen da, ez erlijioan."
Islama bere fededunen burua jaten ari da. Etengabe ugaltzen diren pertsonez osatutako sekta izugarria da.,Noiztik irudikatzen da familia izatea modu deshumanizatzaile horretan?
Sexu-erasoitzaile musulmanen taldeak gobernuak eta poliziak babesten dituzte. Hau traizioa da!,"Gogoan dudan estalketa bakarra Eliza Katolikoan izan zen, baina gogoratzen dugu norbanakoaren ekintzak ez direla osotasunean islatzen."
"Estatistikek diote Erresuma Batuko musulmanen% 99 hain alferrak direla, ez dutela lan egin nahi.",Nola esan dezakezu hau milioika pertsonari buruz?
"Gaur egungo Londreseko arazo handi bat musulmanen presentzia da, joan egin behar dute!","Mundu modernoak migrazioaren oinarrian dauden arazoei aurre egin beharko lieke, ez bakarrik debekatu."
"Islamaren eta Shariaren arazoa konpondu nahi badugu, musulmanak deportatu egin beharko genituzke. Nahiz eta baketsuak diren musulmanak errespetatu, apaizak gerra hasi nahian dabiltzala uste dut. Islama gurtza da.","Norbait gerraren eta heriotzaren aldeko kanpaina egiten ari bada, zuzenean egin beharko diogu aurre. Baina ondo adierazi duzun moduan, jende gehiena ez dago adierazpen iraingarriekin lotuta eta musulman baketsuak baino ez dira."
"Ez dugu elite politiko eta liberala sinetsi behar. Islama ez da ona, guztiz txarra da eta gerraren ideologia da eta beti horrela izan da. Musulman guztiak gure aurka borrokatzeko helburuarekin daude, eta hori engainuaren eta indarkeriaren bidez egiten dute.","Ideologia islamiarrari buruz gehiago jakingo bazenu, ados egongo zinateke islama ez dela soilik gerra eta indarkeria. Gauza on asko bultzatzen ditu, hala nola familiarekiko maitasuna eta txiroentzako laguntza. Musulmanak orokorrean banda armatuekin nahastu dituzu!"
Musulmanek ez dute ezer aportatzeko gure gizartean.,"Non eta ez duzun hau kontuan hartzen: urtean 20.000 milioi libera baino gehiago gastatzea, ongintzako on-line emaile handienetakoa izatea, Londreseko enpresa txiki eta ertainen herena sortzea eta, hori, nazioarteko ekarpenaz hitz egin gabe."
"Musulmanak kanporatu beharko genituzke, denek nahi dituzte herrialdetik kanpo.",Orduan zu bezalako jende haserrekoiekin geratuko ginateke. Ez dirudi planik onena denik.
"Musulmanak, gorroto literatura diren beraien testuak eta gorrotoaren eta genozidioaren beste adierazpen batzuk desagerrarazi behar dira. Ez genuke tolerantziarik izan behar gorrotoaren sekta honen aurrean! Espetxeratu islamistak, esnatu Britainia!","Islama antzinako erlijioa da eta ez da gorrotagarria. Espezialista erlijioso bati galde diezaiokezu, islamak ez du zerikusirik gorrotoarekin. Jendea erlijio ikuspegietan oinarrituta espetxeratzen badugu, chauvinismoa litzateke."
Ia musulman guztiek apropos aukeratzen dute lanik ez egitea.,Hori ez da ikusten dudana gure ekonomian laguntzen duten musulman langile askori buruz.
"Musulmanak mundua zikintzen ari dira, joera psikopatikoak dituzten sexu maniakoak dira. Beren erlijioa aitzakia gisa erabiltzen dute!",Pertsona zoragarriak diren eta mundu honetan ezer txarrik egin ez duten musulman asko ezagutzen ditut. Ez zenuke jendea iraindu behar bere erlijioarengatik.
Musulmanek esklaboen salerosketa asmatu zuten.,"Hori engainagarria da! Atlantikoko Esklabo merkataritza batez ere kristauekin lotuta zegoen, baina inork ez dio kristau esklabo salerosketa deitzen."
Arreta jarri behar dugu musulmanak ez iraintzeko gurean Gabonak ospatzen ditugun bitartean.,Musulmanek ezin dituzte beren oporrak ospatu gorroto islamofoboaren jomuga izateko beldurrik gabe.
"Musulmanak hil behar ditugu, bestela lehertaraziko gaituzte!",Estremismo bortitza ikaragarria da. Pena da musulmanek jasan behar izatea.
Musulmanek ez dute ezer aportatzeko gure gizartean.,Nor gehiago egongo litzateke goizean goiz eta gauean berandu irekita?
"Irudikatu ""Islamari irain egiten diotenei burua moztu"" bezalako kartelekin agertzen dira manifestariak ""Nola izan gaitezke islamofoboak benetan hil nahi gaituztenean?"" dioen testuarekin.","Musulman gutxi batzuek horretan parte hartzen zuten arren, gehiengo zabalak muturrekoen aurka egiten du (Kolonian muturrekoen aurkako martxa musulmanari buruzko artikuluarekin lotura)"
"Europa zibilizatua da, musulmanek ez lukete bertan egon behar.","Europa zibilizatua deritzonak islamiar ekarpenei etekina atera die ehunka urtez. Oinarrizko ikerketa bat eginda, ikusiko zenuke musulmanek beste edozeinek bezainbeste eskubidea dutela hemen egoteko."
"Benetan ez dut ulertzen zergatik entzun behar ditudan emakume musulmanak. Ergelak dira, argi dago.",Hazi zaitez.
"Islamak gorrotoa bakarrik irakasten du! Musulmanek Ingalaterran zabaldu zuten gorrotoa lehen aldiz iritsi zirenean, arraza gorrotorik ez zegoen aurretik!","[Eszeptikoa den norbaiten gif-a] esan nahi dut, arraza gorrotoa ia guztiz gutxiengoei zuzentzen zaie, beraz, badirudi eskuin muturreko paranoiak arraza gorrotoa helburu berriena zela jakin zuenean hasi zela iradokitzen duzula."
Mundua musulmanik gabe leku hobea izango litzateke. Gure seme-alabak hil eta bortxatu besterik ez dituzte egiten.,Hau desatsegina da. Nola esan dezakezu hau ehunka eta milioika pertsonari buruz?
Mendebaldean bizi den jendea ezin da musulmanekin bizi.,"Musulmanek bizi diren edozein gizartearekiko leialtasuna erakutsi behar dute, hori ez egiteak beren erlijioaren eta Jainkoarekiko leialtasunaren aurka egiten baitu."
"Islamak erlijioa dela ematen du, baina, egia esan, Moon sekta bat besterik ez da.","Bai, milaka urte daramatzan ""Moon sekta"" batek liburu santuak ditu, antzinako eta egungo gizarte askoren oinarriak sortu ditu. Niretzat beste edozein erlijio erreal bezalakoa dela dirudi."
Musulman gehienak langabezian daude eta lanari uko egiten diote.,Nola esan dezakezu hau gizarteko esparru guztietako pertsona talde oso bati buruz?
"Isis-eko emazteak gure herrialdera itzuli nahi du, ez diogu sartzen utzi behar! Ez dira britainiarrak! Herrialde honetan jaio badira ere ez dira gu bezalakoak, desberdinak dira! Ez da britainiarra!","Txakurrek eta zaldiek ez dute pasaporterik. Ukuilua ez da herrialde bat, eta nazionalitatea eta herritartasuna lege eraikuntzak dira, ez genetika."
Polizia eta politikariak sexu-erasotzaile musulmanen taldeak  estaltzen ari dira. Bere herriaren traidoreak dira!,Traidore bakarrak desinformazio mota hau zabaltzen duten konspirazio teoriko zaleak dira.
