HS,CN
"No se nos permite construir iglesias en sus países, ¿por qué se les debería permitir construir mezquitas en el nuestro?",Porque aquí creemos en la libertad de religión. ¿Por qué debería molestar a alguien más que los musulmanes practiquen su fe pacíficamente junto a otros?
El velo islámico es la demostración del Islam político.,"¡No hay ""s"" para la demostración!"
Las mujeres con velo no trabajan. Están encerradas en casa.,En Francia sí por el racismo.
¿Usar la violencia para castigar a otra persona? Suena como un problema musulmán.,"El uso de la violencia no suena como un problema musulmán, suena como una táctica utilizada por todos los grupos hasta cierto punto, religiosos o no, que estás enmarcando como musulmán para apoyar tus propias motivaciones."
"Malditos cabrones, quieren que cerremos todas las iglesias.",¿Conoce el caso de un musulmán que intentó cerrar una iglesia? Tendría mucha curiosidad por escuchar una historia sobre eso.
Comenzaron a construir mezquitas en todas partes y así compiten con nuestras iglesias.,"Intenta informarte y verás que no es así. De hecho, precisamente porque las mezquitas no son tan comunes es difícil para muchos musulmanes italianos llegar a su lugar de culto."
Las mujeres con velo son sometidas y obligadas a llevar el pañuelo en la cabeza.,Las mujeres sumisas son más bien aquellas que se someten a las redes de prostitución y son objetos sexuales.
Los musulmanes se benefician del sistema francés.,De Verdad? ¡Es contrario a los principios de los musulmanes aprovechar un fracaso!
El Islam es fanatismo. Los musulmanes quieren matar a todos los que no creen en su dios.,"Se podría decir lo mismo del cristianismo, solo mire la historia."
"Las mujeres de nuestra cultura que deciden volverse islámicas son muy egoístas. Están muy felices y orgullosas de unirse a esta religión mientras viven en el oeste, pero me gustaría verlas en Pakistán, Arabia Saudita o Sudán.","Con toda la retórica antiislámica flotando, ¿creen que han elegido esa fe porque es fácil?"
Tu velo es un ataque contra mí.,Siento un corazón lleno de odio. Te sentirías agraviado por tu sombra.
El Islam es el cáncer del mundo y debe ser extirpado quirúrgicamente.,Consulte esto [https://www.theguardian.com/commentisfree/2016/aug/01/immigrant-muslim-cancer-research]
Nos hacen pensar que el islam es una religión para difundir su doctrina en nuestra cultura tolerante. ¡Ya basta!,"El Islam es un sistema de creencias que contribuyó a destacadas innovaciones científicas, políticas y sociales que ordenaron y mejoraron el mundo."
"No todos los musulmanes son terroristas, pero todos los terroristas son musulmanes.",Esto no es verdad. Son terroristas no musulmanes. ¿Has olvidado?
Los musulmanes son todos terroristas.,La ignorancia conduce al odio.
"Las mujeres musulmanas son silenciadas con el velo, es normal que sean discriminadas.","Te recuerdo que tu tuit es una incitación a la discriminación condenada por la ley, gracias si haces lo necesario o nos veremos obligados a utilizar todos los medios legales en tu contra."
El velo islámico es la demostración del Islam político.,Quieren politizar el velo para aplastar la libertad de expresión de las mujeres con velo.
Los musulmanes son todos terroristas salafistas islamistas fundamentalistas.,Se está volviendo cómico.
Tu velo es un ataque contra mí.,Y sin embargo eres el que me está atacando.
Las mujeres con velo son sometidas y obligadas a llevar el pañuelo en la cabeza.,Todas son libres de vestirse como mejor les parezca en una democracia.
"¡Los musulmanes en unos años impondrán sus creencias, y quiero ver todos los corazones radicales-chic sangrantes que tendrán que usar el velo!",¿Cómo te sentirías si los domingos para ir a la iglesia tuvieras que ir a un lugar lejos de casa?
"Los musulmanes están manchando el mundo, son maníacos sexuales con tendencias psicopáticas. ¡Usan su religión como excusa!",Esto no es verdad. ¿Cómo puedes decir esto sobre toda una fe? Esto es solo odio.
Los musulmanes son todos terroristas.,Una minoría desviada no representa a todos los creyentes musulmanes.
"La única forma de hacer frente al Islam y la sharia es prohibirlos en el Reino Unido. Aunque respeto a los musulmanes pacíficos, todos sus clérigos están haciendo campaña por la guerra y el Islam es una secta.","Aunque, en junio de 2018, por ejemplo, más de 2.000 académicos religiosos afganos de todo el país emitieron una fatwa, una directiva islámica, diciendo que 'la guerra en curso en Afganistán está prohibida por la ley islámica'. Así que claramente no todos los clérigos musulmanes son belicistas."
"¡Los musulmanes en unos años impondrán sus creencias, y quiero ver todos los corazones radicales-chic sangrantes que tendrán que usar el velo!","Dado el escaso número de personas que profesan la fe islámica en Italia, dudo que este sea el caso."
El Islam es fanatismo. Los musulmanes quieren matar a todos los que no creen en su dios.,Toda religión puede convertirse en fanatismo si se radicaliza pero no transforma toda la religión original en fanatismo.
El Islam nos invadirá: es la islamización.,Felicidades eres un filósofo de la estupidez.
El apaciguamiento del Islam y los musulmanes es una enfermedad mental. Es un hecho.,"La mayoría de los musulmanes están bien integrados en la sociedad y no quieren ser ""apaciguados"" y, en cambio, quieren ser tratados como ciudadanos normales en la sociedad."
"Los recibimos en nuestra casa, los apoyamos y nos matan: son bestias, no hombres.","No apoyamos a nadie, porque la mayoría de estas personas trabajan y se encargan de su sustento."
Los árabes quieren imponer su religión y gobernar en nuestro hogar. Deben ser enviados de regreso a su casa en botes.,"Creo que, en cambio, muchos árabes fueron dañados en la historia por europeos que habrían enviado de regreso a su tierra natal en balsas y botes."
"Todos los musulmanes deberían ser deportados, nadie los quiere aquí.",¿Alguna vez has hablado con un musulmán?
Para solucionar todos nuestros problemas basta con quemar mezquitas y el Corán.,¿Qué tal un enfoque constructivo para resolver problemas? ¡La violencia nunca es la respuesta! Tampoco es el chivo expiatorio de un grupo religioso la raíz de todos los males.
Los musulmanes odian a cualquiera que no sea musulmán.,Probablemente estaría muy lejos si eso fuera cierto.
"El mundo ya está perdido, pero Estados Unidos y el Reino Unido enfrentan desafíos del Islam. Estos son el culto a la muerte, la intolerancia, la barbarie, la libertad, la libertad de expresión, ser gay, el corán, la yihad.","El mundo no está perdido. Todos enfrentamos desafíos, pero si la cultura de alguien es diferente a la nuestra, no significa que sea malvado y deba ser prohibido."
Los musulmanes no tienen nada que aportar a nuestra sociedad.,"¿Quién crees que introdujo a Occidente el Shawarma, Hummus y todo el resto de la comida asiática y de Oriente Medio que te encanta?"
Creo que es de sentido común tener prejuicios sobre el Islam. Esto no es racismo porque el Islam es una secta.,Ah con lógica y bien argumentada. ¡No!
Creo que es de sentido común tener prejuicios sobre el Islam. Esto no es racismo porque el Islam es una secta.,"Prejuicio = juzgar antes de tiempo, es decir, no saber nada, ¿cómo puede ser eso de sentido común?"
No existe un castigo proscrito para quien tenga relaciones sexuales con un animal 'Sunan Abu Dawud 38.4450.,Creo que te estás agarrando a un clavo ardiendo con tu discurso de odio.
El Islam es la religión del oscurantismo.,Tu falta de conocimiento y cultura me obliga a invitarte a un té para transmitir algunos elementos de mi religión.
"Los recibimos en nuestra casa, los apoyamos y nos matan: son bestias, no hombres.","Los delincuentes deben ser castigados pero no confundidos con la mayoría, que vive con nosotros en paz."
El Islam es la mayor amenaza para la civilización occidental.,"No, porque los musulmanes y, por lo tanto, el islam viven en las naciones occidentales y añaden mucha positividad."
"Soy realista, no racista. Las violaciones de niños son perpetradas por musulmanes varones. Los no musulmanes son engañados por la policía y los servicios locales. ¿Por qué pasó esto? ¡Porque todo el mundo tiene miedo de la palabra racista! Esta es ahora la excusa para la policía y el gobierno, ¡estamos vendidos por esta palabra! Esto no es Gran Bretaña, es la capital europea del acoso sexual infantil.",Los criminales reciben el castigo si son culpables. No importa cuál sea su raza. ¿Por qué estás tan seguro de que el gobierno está tratando de encubrir las cosas?
Los musulmanes están contaminando nuestro mundo.,El odio y la intolerancia son lo único que asola nuestro planeta.
"El Islam no tiene nada que ver con la cultura occidental y tan pronto como Occidente lo entienda, esta religión será derrotada.","Estoy de acuerdo en que hay elementos 'fundamentalistas' de varias religiones que son incompatibles con los valores occidentales del siglo XXI, pero esto se debe a que las religiones 'exitosas' no son 'monoculturas' sino creencias que se adaptan, cambian y toman prestado de las culturas locales. en los países en los que se practican."
"Desde el año 2000, el número de atentados suicidas con bombas perpetrados por musulmanes = 5284; por no musulmanes = 0. Uno de los hechos sobre el terrorismo global con el que nadie quiere lidiar.","Hay terroristas de todas las religiones y opiniones políticas. A las personas que se oponían a Trump se les enviaron cartas bomba, los 'Problemas' vieron a terroristas cristianos en ambos lados de la frontera. Desafiemos todo terrorismo."
"Que se joda el Islam y que se joda el ISIS. Deberíamos repatriar a todos los musulmanes. Todos son un grupo de criminales violentos que no comparten nuestros valores y nunca lo harán. Sin ellos, Gran Bretaña será un lugar mejor y más seguro.",Esto no es verdad. ¿Cómo puedes decir esto sobre toda una fe?
Un tercio de los británicos piensa que el Islam y los valores británicos son incompatibles porque hay un choque fundamental.,"¿Alguien identificó lo que son los ""valores británicos"", o todavía lo estamos inventando a medida que avanzamos? Sigo defendiendo la 'tolerancia religiosa' como valor, y la encuesta parece confirmarlo."
